Carpet Area,Bedrooms,Bathrooms,Floors,Year Built,Location,Price (in rupees)
"3,004",2,1.5,2.0,2005,Bangalore,"18,398,866.8"
"3,467",3,1.5,1.0,1988,Delhi,"22,931,226.5"
"3,286",5,4.0,1.5,1949,Delhi,"22,141,453.1"
"1,622",5,1.9,1.0,1960,Mumbai,"13,038,468.0"
"4,579",3,2.7,1.5,1966,Pune,"23,230,954.0"
"2,071",4,1.1,1.0,1957,Jaipur,"8,633,035.200000001"
"2,643",1,3.4,1.0,1921,Rural,"8,148,024.6"
"2,187",5,3.0,2.5,1998,Rural,"6,928,058.399999999"
"4,632",5,1.7,3.0,1952,Delhi,"30,928,149.2"
"4,351",3,1.1,2.5,2003,Delhi,"28,723,523.400000002"
"3,940",5,1.8,1.5,1908,Jaipur,"16,273,512.8"
"4,266",5,2.9,2.0,1936,Delhi,"28,682,959.5"
"2,826",4,1.0,2.0,1992,Delhi,"19,003,075.0"
"3,414",3,1.2,1.5,1977,Bangalore,"21,032,515.2"
"4,452",5,2.2,2.5,2008,Jaipur,"18,332,187.2"
"1,095",2,1.5,2.0,1989,Bangalore,"6,972,258.0"
"1,228",3,2.9,2.5,1928,Rural,"3,924,140.4"
"1,865",4,1.5,3.0,1994,Bangalore,"11,796,264.0"
"4,992",1,4.0,1.5,1917,Rural,"15,206,694.6"
"1,198",5,2.3,2.5,1947,Delhi,"8,700,677.700000001"
895,2,1.4,1.0,1981,Jaipur,"3,868,837.6"
"4,671",2,1.2,2.0,1990,Delhi,"30,667,904.8"
"4,860",1,2.3,1.0,1949,Jaipur,"19,660,127.2"
"3,002",3,3.4,2.0,2006,Jaipur,"12,319,997.600000001"
"2,319",4,2.3,1.5,1903,Rural,"7,320,943.2"
"1,217",5,1.4,1.5,1961,Pune,"6,703,416.0"
"3,282",5,2.5,2.5,1972,Bangalore,"20,496,188.4"
"4,077",5,2.0,1.5,2005,Delhi,"27,241,318.0"
643,2,2.5,1.5,1941,Pune,"3,617,706.0"
"3,640",3,2.2,1.5,1945,Mumbai,"27,769,881.0"
"4,991",1,2.9,1.0,1928,Pune,"25,207,043.0"
"3,438",3,3.4,1.0,1965,Mumbai,"26,434,566.0"
"4,136",4,3.7,1.5,1983,Delhi,"27,537,394.3"
"3,722",4,3.2,2.0,2022,Delhi,"24,841,599.900000002"
"1,667",1,2.1,1.5,1977,Pune,"8,536,648.0"
"3,116",2,2.3,2.0,1953,Delhi,"20,586,965.1"
"1,562",1,2.9,2.5,1954,Jaipur,"6,500,658.4"
"2,656",4,1.7,3.0,1967,Delhi,"17,796,001.6"
"3,482",2,3.1,1.0,1913,Pune,"17,700,258.0"
"3,794",3,2.9,1.0,2000,Mumbai,"29,252,934.0"
"1,656",4,3.0,2.5,2001,Rural,"5,316,521.399999999"
"1,232",2,2.0,2.5,1901,Pune,"6,459,102.0"
"4,830",2,2.8,2.0,1936,Bangalore,"29,469,088.8"
"1,453",5,1.6,1.0,1914,Pune,"7,828,014.0"
"3,039",3,1.6,3.0,1939,Jaipur,"12,487,253.600000001"
"3,824",2,3.3,1.5,1969,Mumbai,"29,349,399.0"
"3,801",1,2.1,1.5,1925,Bangalore,"23,003,991.599999998"
"2,042",3,2.6,3.0,2023,Jaipur,"8,566,370.4"
"1,691",3,1.9,1.5,1957,Jaipur,"7,119,877.600000001"
"3,493",4,1.7,1.0,1948,Delhi,"23,448,050.6"
"3,181",3,3.3,3.0,1970,Pune,"16,314,641.0"
"1,717",3,3.4,2.0,1924,Mumbai,"13,575,246.0"
"2,040",5,3.5,2.5,1904,Delhi,"14,160,382.6"
"3,736",3,3.6,2.0,1916,Delhi,"25,000,587.3"
"2,886",2,2.2,1.0,1941,Delhi,"19,202,695.2"
"4,219",1,3.4,2.5,1948,Pune,"21,275,826.0"
"1,888",5,2.0,2.5,1955,Pune,"10,027,693.0"
"2,356",5,1.2,1.0,1969,Mumbai,"18,559,413.0"
"1,865",5,3.1,1.5,1922,Pune,"9,882,707.0"
999,5,1.6,1.0,1911,Bangalore,"6,728,858.399999999"
"2,180",4,2.4,2.0,1919,Rural,"6,887,992.2"
"1,010",5,1.5,3.0,1943,Bangalore,"6,645,588.0"
"4,812",4,2.2,3.0,1935,Bangalore,"29,494,006.8"
"1,824",4,3.7,1.0,2000,Pune,"9,708,440.0"
"1,655",3,2.8,1.5,1938,Delhi,"11,284,599.3"
"2,327",1,1.4,2.0,1980,Pune,"11,848,017.0"
"3,641",3,3.2,3.0,2006,Jaipur,"14,977,975.200000001"
"3,986",4,3.5,1.0,1920,Jaipur,"16,431,556.8"
"2,310",3,1.5,1.0,1986,Delhi,"15,382,138.200000001"
"3,423",2,3.2,1.5,2011,Rural,"10,492,993.2"
"2,714",5,2.6,1.5,2014,Rural,"8,541,234.0"
"4,686",5,2.8,2.0,2024,Pune,"24,062,858.0"
"1,213",4,3.8,1.5,2010,Pune,"6,562,788.0"
"4,102",3,1.1,1.5,1934,Jaipur,"16,661,659.200000001"
"4,634",2,2.9,1.5,1994,Delhi,"30,626,554.400000002"
"4,022",2,1.2,1.5,1919,Pune,"20,337,342.0"
"4,768",2,3.4,2.5,1963,Delhi,"31,560,534.2"
"1,743",4,3.7,2.0,1988,Rural,"5,557,844.399999999"
"4,209",3,1.3,1.5,1987,Pune,"21,430,603.0"
"1,581",2,1.1,2.5,1925,Jaipur,"6,539,759.2"
955,2,3.9,1.5,1906,Delhi,"6,698,494.4"
"1,394",3,3.8,1.0,1989,Rural,"4,475,401.8"
"1,884",3,3.8,1.5,1944,Jaipur,"7,876,205.600000001"
"2,458",5,3.8,3.0,1958,Pune,"12,963,126.0"
"3,572",1,2.5,1.5,1932,Jaipur,"14,479,985.600000001"
"2,496",1,3.9,2.5,1965,Rural,"7,681,719.6"
"4,785",2,3.7,2.0,2012,Mumbai,"36,593,326.5"
"1,004",3,1.3,1.5,1905,Mumbai,"8,188,330.5"
"1,714",5,3.4,2.0,1965,Bangalore,"11,109,598.799999999"
"2,031",4,3.1,3.0,1948,Jaipur,"8,631,640.8"
"3,940",1,1.4,1.0,2005,Jaipur,"15,934,784.0"
"1,323",1,3.2,1.0,1910,Pune,"6,935,272.0"
"1,428",3,2.5,2.5,2002,Rural,"4,567,881.6"
633,4,3.6,3.0,1981,Jaipur,"3,037,937.6"
"2,605",1,3.5,1.5,1947,Delhi,"17,312,757.8"
"4,127",5,3.8,2.0,2023,Jaipur,"17,000,728.0"
"2,352",1,1.2,3.0,1989,Rural,"7,206,357.0"
"4,675",3,3.1,1.0,2017,Pune,"23,846,628.0"
"3,433",3,2.1,2.5,1951,Delhi,"22,822,865.0"
"3,784",4,3.3,2.5,1950,Pune,"19,532,257.0"
"4,798",1,2.8,2.5,1904,Jaipur,"19,442,314.400000002"
"3,311",4,2.5,1.0,1994,Jaipur,"13,705,440.0"
"1,750",1,1.0,2.0,2024,Jaipur,"7,195,840.800000001"
"4,012",2,2.8,2.0,2010,Bangalore,"24,569,988.0"
"1,756",1,2.3,3.0,2012,Rural,"5,388,687.6"
"3,876",3,2.0,2.0,1949,Mumbai,"29,605,362.0"
"3,986",3,4.0,1.0,1969,Bangalore,"24,533,852.4"
"4,084",2,3.1,3.0,1973,Bangalore,"24,865,728.0"
"1,896",1,2.6,2.0,1911,Jaipur,"7,704,495.2"
"4,137",1,3.6,1.0,1905,Bangalore,"25,080,846.0"
"3,830",3,1.7,2.0,1919,Pune,"19,625,491.0"
"3,203",2,2.9,2.5,1900,Jaipur,"13,089,136.8"
970,3,3.6,1.5,1982,Jaipur,"4,343,268.0"
"1,853",2,1.4,1.5,1921,Mumbai,"14,234,073.0"
"3,283",3,1.7,2.0,1936,Rural,"10,084,267.799999999"
"3,331",5,1.2,1.5,1951,Pune,"17,288,473.0"
857,1,4.0,3.0,1958,Pune,"4,575,573.0"
"3,519",4,2.7,2.5,1944,Delhi,"23,480,652.0"
"1,167",5,2.5,2.5,1930,Jaipur,"5,239,884.800000001"
"4,968",3,2.0,1.5,2016,Jaipur,"20,237,756.8"
"1,645",2,2.3,1.5,2013,Bangalore,"10,167,068.4"
"4,685",4,3.3,1.0,1968,Jaipur,"19,123,522.400000002"
"4,219",2,3.8,3.0,1945,Rural,"12,921,865.799999999"
"3,245",2,1.3,2.5,1966,Rural,"9,896,865.0"
"1,039",1,1.9,1.0,1939,Rural,"3,244,332.0"
"3,279",3,1.6,2.5,1930,Delhi,"21,912,519.2"
"4,636",1,2.3,1.0,1960,Delhi,"30,435,542.8"
"4,275",2,2.6,1.0,1919,Jaipur,"17,310,669.6"
"3,008",1,3.2,1.5,1998,Delhi,"19,908,790.2"
"3,279",5,3.6,2.5,2016,Rural,"10,210,341.6"
"1,424",2,2.6,3.0,1939,Mumbai,"11,295,253.5"
"3,456",2,2.5,1.0,1980,Delhi,"22,909,738.8"
"2,081",5,2.7,1.0,1980,Delhi,"14,402,867.700000001"
"3,824",2,3.7,1.0,1942,Rural,"11,747,976.0"
"4,985",4,2.9,2.0,1967,Mumbai,"38,055,094.5"
755,4,3.4,1.0,1937,Rural,"2,619,259.1999999997"
"2,338",3,3.2,1.0,2016,Delhi,"15,825,635.8"
"2,444",3,3.8,3.0,1951,Mumbai,"19,028,574.0"
509,1,3.5,1.0,1970,Rural,"1,642,798.8"
"3,371",1,2.0,1.0,1965,Mumbai,"25,527,957.0"
"1,297",5,3.6,2.5,1978,Jaipur,"5,808,673.600000001"
"1,515",5,2.4,1.0,2014,Delhi,"10,634,685.1"
"2,324",2,3.5,1.0,1901,Bangalore,"14,488,592.4"
"4,969",3,3.7,3.0,1926,Jaipur,"20,332,339.200000003"
"3,636",3,3.1,2.5,1998,Bangalore,"22,452,786.0"
"2,693",3,3.2,1.0,1986,Bangalore,"16,750,596.0"
723,3,1.4,1.0,1907,Pune,"4,055,775.0"
"4,658",1,2.0,1.5,1904,Bangalore,"28,251,213.599999998"
"4,425",4,2.7,1.0,2007,Bangalore,"27,103,137.599999998"
"4,500",5,1.0,2.0,1927,Mumbai,"34,621,780.5"
"2,133",5,3.5,2.0,1927,Bangalore,"13,634,752.799999999"
"2,652",3,2.1,2.5,1962,Rural,"8,181,762.6"
"1,010",3,3.2,2.5,1957,Pune,"5,598,966.0"
884,1,3.3,1.0,2020,Delhi,"6,137,331.2"
904,1,2.6,1.5,1911,Bangalore,"5,749,870.8"
"2,500",5,3.4,1.5,2018,Mumbai,"19,901,307.0"
"3,256",3,3.0,2.5,1929,Rural,"10,026,999.6"
"2,168",3,2.1,1.5,2024,Delhi,"14,595,748.700000001"
"1,960",5,3.4,2.0,2006,Rural,"6,304,629.0"
"4,136",1,2.9,1.5,1921,Pune,"20,999,770.0"
"3,224",5,1.5,2.5,1956,Jaipur,"13,353,251.200000001"
"4,678",1,3.3,3.0,1959,Jaipur,"18,844,932.0"
"2,548",1,3.0,1.0,1970,Rural,"7,770,005.399999999"
"4,646",1,1.9,3.0,1980,Delhi,"30,429,855.3"
"1,216",3,3.5,2.0,1908,Jaipur,"5,288,100.0"
"2,323",5,2.1,2.5,1930,Mumbai,"18,460,285.5"
"2,581",1,2.7,3.0,2016,Delhi,"17,181,075.6"
"3,919",4,2.0,2.0,1966,Delhi,"26,202,913.1"
"2,074",1,3.2,1.5,1970,Jaipur,"8,553,769.6"
749,1,2.7,1.5,1948,Bangalore,"4,805,011.2"
"1,173",1,2.4,2.0,1997,Rural,"3,644,160.0"
"2,665",2,1.1,1.5,1943,Delhi,"17,625,506.6"
"1,270",4,2.8,3.0,1974,Pune,"6,954,942.0"
"4,462",3,2.9,2.5,2000,Jaipur,"18,234,013.6"
"4,863",5,1.5,1.5,2001,Pune,"24,819,460.0"
"2,484",5,2.0,1.5,1956,Pune,"13,081,953.0"
"1,577",5,3.6,3.0,2001,Rural,"5,153,818.8"
735,3,2.6,1.0,1974,Rural,"2,429,640.0"
888,1,2.3,1.0,1924,Jaipur,"3,699,884.0"
"3,537",4,3.8,1.5,1992,Rural,"10,944,871.2"
"2,348",5,3.4,1.5,1931,Jaipur,"9,934,288.8"
"3,314",2,1.3,2.5,2005,Jaipur,"13,431,267.200000001"
"3,874",2,3.6,1.5,1952,Bangalore,"23,681,563.2"
"3,778",4,1.4,1.0,2017,Rural,"11,606,085.0"
"1,752",5,1.5,1.5,1933,Bangalore,"11,126,691.6"
"4,481",1,1.2,2.0,1985,Jaipur,"18,018,873.6"
"2,622",5,2.4,3.0,1982,Mumbai,"20,492,487.0"
"2,650",1,2.9,2.0,1949,Pune,"13,449,483.0"
"1,829",5,3.3,1.5,1954,Jaipur,"7,774,414.4"
"1,858",2,1.1,1.0,1914,Delhi,"12,485,852.6"
"2,982",3,1.5,2.0,1964,Delhi,"19,956,916.2"
"2,517",4,2.9,2.5,1929,Delhi,"17,096,502.8"
"1,831",1,2.6,1.0,2009,Jaipur,"7,523,376.0"
"4,844",3,1.2,2.5,1969,Rural,"14,775,693.6"
"4,761",1,3.8,1.5,1977,Pune,"24,013,821.0"
"1,858",4,3.3,1.0,2009,Jaipur,"7,841,281.600000001"
"3,677",3,2.1,1.0,1974,Rural,"11,285,059.799999999"
"2,628",3,2.6,2.0,2005,Pune,"13,587,913.0"
"2,680",4,2.1,2.0,1979,Bangalore,"16,752,124.799999999"
637,4,2.4,3.0,1961,Delhi,"4,837,595.100000001"
"3,972",1,2.8,2.0,2002,Pune,"20,066,010.0"
"3,332",3,2.2,2.0,1912,Rural,"10,276,287.0"
"4,079",4,2.9,2.5,2002,Delhi,"27,291,348.5"
"3,531",1,2.4,2.0,1952,Pune,"17,886,567.0"
"4,664",5,3.0,2.0,1988,Pune,"23,880,309.0"
"3,093",4,1.8,2.5,1951,Delhi,"20,722,357.5"
"4,800",3,1.5,1.5,1934,Pune,"24,383,343.0"
"4,318",5,1.0,2.5,1992,Delhi,"28,686,105.5"
"4,638",4,2.8,1.5,1983,Jaipur,"19,061,784.0"
"4,323",2,3.9,3.0,1909,Delhi,"28,627,214.2"
"4,542",3,2.3,3.0,2011,Pune,"23,128,938.0"
"2,406",3,1.6,2.5,1970,Jaipur,"9,888,096.0"
"1,260",1,1.0,3.0,2000,Rural,"3,869,649.0"
"3,945",2,2.5,2.0,1908,Delhi,"26,109,253.3"
"1,399",4,4.0,2.5,2019,Delhi,"9,873,977.1"
"4,955",2,4.0,1.5,2004,Delhi,"32,720,252.5"
"3,447",4,1.3,2.5,1910,Delhi,"22,962,711.2"
"2,219",1,3.4,1.0,1928,Jaipur,"9,043,803.200000001"
780,5,1.5,3.0,2018,Mumbai,"6,787,614.0"
"3,766",2,3.4,3.0,1990,Bangalore,"23,107,072.8"
"2,387",3,3.6,3.0,1913,Bangalore,"14,830,488.0"
"3,766",4,1.0,2.5,1967,Mumbai,"29,064,625.5"
"1,166",2,1.7,1.5,1906,Mumbai,"9,132,972.0"
"4,688",4,1.2,3.0,1982,Delhi,"30,958,111.6"
"1,171",2,2.5,2.5,1901,Delhi,"7,955,849.2"
"2,469",3,1.1,2.5,1908,Delhi,"16,404,191.700000001"
"4,656",4,2.9,2.5,1944,Jaipur,"19,049,768.8"
"3,622",4,2.7,1.5,1983,Bangalore,"22,447,693.2"
"4,400",5,2.1,1.5,1957,Mumbai,"33,876,972.0"
"1,023",1,2.4,1.5,2004,Bangalore,"6,520,969.2"
"2,893",2,4.0,3.0,1955,Bangalore,"17,905,135.2"
"3,617",3,1.5,3.0,1935,Delhi,"24,021,708.1"
"3,093",5,3.2,2.0,1960,Pune,"16,186,650.0"
"2,468",5,2.9,2.0,1900,Bangalore,"15,606,712.799999999"
"2,253",1,3.0,2.0,1930,Pune,"11,509,601.0"
"2,796",3,2.0,2.5,1976,Mumbai,"21,489,640.5"
"2,761",2,1.6,1.0,2007,Rural,"8,462,536.2"
"2,786",4,3.0,2.0,2010,Jaipur,"11,564,294.4"
"4,702",1,3.7,1.5,2009,Mumbai,"35,832,225.0"
"3,378",4,3.9,3.0,1949,Bangalore,"21,094,514.4"
"4,643",5,2.4,1.5,1979,Jaipur,"19,115,216.8"
"4,144",4,2.3,2.0,1991,Jaipur,"16,975,466.400000002"
"4,932",2,2.0,1.5,1943,Jaipur,"19,916,344.0"
"2,555",2,3.4,1.5,1945,Bangalore,"15,711,704.399999999"
"1,776",4,1.8,1.0,1922,Delhi,"12,106,095.3"
"3,266",4,2.5,2.5,1924,Delhi,"21,890,624.6"
802,1,2.0,3.0,1912,Jaipur,"3,380,762.4000000004"
"1,138",2,3.6,3.0,1925,Jaipur,"4,781,094.4"
555,4,1.8,1.0,1936,Rural,"2,002,363.2"
"1,025",3,3.1,3.0,1927,Bangalore,"6,764,145.6"
"4,623",1,2.8,2.0,1933,Bangalore,"28,045,414.8"
"2,625",1,2.0,2.5,1975,Jaipur,"10,660,395.200000001"
"3,787",1,1.8,1.5,1907,Bangalore,"23,037,595.2"
864,1,3.4,3.0,1905,Bangalore,"5,454,373.2"
"2,146",4,2.5,1.0,2005,Jaipur,"8,958,029.6"
"1,418",5,2.8,3.0,1973,Rural,"4,587,335.399999999"
"3,297",3,3.9,1.5,1902,Pune,"16,930,397.0"
"2,031",5,2.2,2.0,1964,Bangalore,"12,883,628.4"
"3,845",5,3.4,3.0,2016,Pune,"19,816,991.0"
"2,406",4,2.9,2.5,1956,Bangalore,"15,178,585.2"
"3,586",1,2.8,2.5,1943,Mumbai,"27,257,533.5"
"2,575",1,1.2,1.0,1938,Delhi,"17,028,939.2"
"1,213",4,3.7,2.5,1921,Jaipur,"5,282,997.600000001"
"1,562",4,1.7,1.5,2010,Delhi,"10,664,769.700000001"
"2,476",2,2.4,3.0,1993,Delhi,"16,576,823.9"
"1,796",1,3.3,3.0,1961,Delhi,"11,967,358.0"
625,3,2.6,1.0,1913,Delhi,"4,507,649.9"
"4,096",2,1.0,1.5,1965,Pune,"20,812,494.0"
"3,783",5,3.8,1.5,1933,Jaipur,"15,669,914.4"
"2,103",1,1.1,2.5,1997,Mumbai,"16,029,420.0"
566,4,1.3,1.0,1960,Delhi,"4,357,029.3"
732,4,1.7,2.5,1922,Mumbai,"6,314,694.0"
"2,656",4,2.8,2.0,1919,Delhi,"18,042,702.6"
"1,669",1,3.9,1.5,1942,Delhi,"11,248,003.0"
"2,658",3,3.8,3.0,1920,Mumbai,"20,666,403.0"
"4,706",4,3.0,1.5,1922,Pune,"24,018,581.0"
"1,993",1,3.2,1.0,1941,Jaipur,"8,191,876.800000001"
"4,507",5,3.1,3.0,1966,Pune,"23,224,411.0"
"2,972",2,3.1,1.0,2020,Delhi,"19,721,417.3"
"3,160",1,3.4,1.5,1991,Jaipur,"12,895,090.4"
"3,239",1,2.0,1.5,1909,Delhi,"21,202,979.2"
"2,261",4,1.7,3.0,1932,Rural,"7,088,623.2"
"4,014",2,2.0,2.5,2019,Pune,"20,433,370.0"
"2,475",2,1.1,2.5,1946,Mumbai,"19,023,487.5"
"2,862",4,3.9,2.0,2019,Pune,"14,830,846.0"
"1,376",3,3.2,2.5,1979,Delhi,"9,501,124.1"
"4,312",1,1.6,1.0,1917,Jaipur,"17,409,530.400000002"
"3,948",4,1.8,3.0,2001,Pune,"20,191,913.0"
"1,812",3,4.0,2.5,1984,Pune,"9,600,126.0"
"1,960",4,3.3,1.5,2024,Delhi,"13,400,468.9"
"3,209",5,2.3,2.0,1992,Pune,"16,749,362.0"
"2,824",3,1.6,2.5,1959,Rural,"8,688,465.6"
"2,233",3,1.1,1.5,1999,Mumbai,"17,401,131.0"
"2,105",2,3.0,2.0,2014,Pune,"10,942,073.0"
"3,063",1,3.3,1.5,1938,Jaipur,"12,509,177.600000001"
"3,921",4,1.3,1.0,2019,Bangalore,"24,008,977.2"
"4,017",4,1.0,2.5,1936,Mumbai,"30,829,540.5"
"2,897",1,2.1,2.5,1914,Mumbai,"22,062,720.0"
"4,235",1,3.0,2.0,1986,Bangalore,"25,790,211.599999998"
"3,370",2,3.8,1.0,2022,Jaipur,"13,807,306.4"
"1,660",1,3.6,1.5,1949,Bangalore,"10,262,300.4"
742,5,3.1,2.5,2017,Delhi,"5,637,616.4"
"3,090",2,3.4,1.0,1913,Mumbai,"23,696,374.5"
"1,563",3,2.1,3.0,2006,Bangalore,"9,978,306.0"
"4,824",1,1.7,2.0,1938,Mumbai,"36,440,865.0"
"3,095",3,1.4,1.5,1985,Pune,"15,904,243.0"
"1,419",2,1.5,3.0,1992,Pune,"7,395,048.0"
505,5,3.9,2.0,1986,Bangalore,"3,873,030.0"
967,5,3.8,3.0,2023,Bangalore,"6,738,265.2"
"4,670",1,1.1,3.0,1941,Mumbai,"35,164,387.5"
503,5,2.4,1.0,2006,Rural,"1,823,788.2"
"1,145",4,2.1,2.5,1993,Delhi,"8,014,022.9"
617,2,3.0,1.5,2018,Mumbai,"5,241,345.0"
"3,428",5,2.0,2.5,1970,Bangalore,"21,317,336.4"
"3,051",2,1.8,1.0,1902,Bangalore,"18,587,077.2"
"4,789",2,3.4,2.5,1967,Pune,"24,248,426.0"
"1,346",4,3.8,2.0,1999,Mumbai,"10,852,594.5"
"3,262",1,1.6,1.0,1929,Delhi,"21,480,414.8"
"1,641",2,1.7,2.0,1938,Jaipur,"6,803,071.2"
"2,310",4,2.3,1.0,1943,Bangalore,"14,378,786.4"
"1,223",5,3.1,2.0,1951,Bangalore,"8,059,804.8"
724,3,1.5,2.0,1975,Rural,"2,386,519.1999999997"
"4,708",1,2.4,1.5,2002,Delhi,"30,809,519.0"
"2,548",3,3.5,3.0,1972,Rural,"7,972,769.399999999"
"4,915",4,1.7,1.0,1996,Bangalore,"29,971,383.599999998"
"2,073",2,1.1,1.5,2023,Pune,"10,584,793.0"
"2,328",4,3.7,1.5,1944,Jaipur,"9,854,932.0"
"2,417",1,3.4,3.0,1998,Rural,"7,395,149.399999999"
"4,734",1,3.1,2.0,2020,Delhi,"31,166,830.5"
"2,526",5,1.3,3.0,1980,Delhi,"17,093,807.900000002"
"4,244",4,3.7,1.0,1901,Rural,"13,081,212.0"
"1,401",1,1.9,1.5,1954,Mumbai,"10,709,592.0"
"2,539",4,1.6,2.0,1988,Mumbai,"19,833,588.0"
509,5,2.5,1.0,1934,Mumbai,"4,808,086.5"
760,5,3.8,1.0,2015,Mumbai,"6,701,265.0"
"2,173",4,4.0,3.0,1989,Jaipur,"9,241,358.4"
"2,719",1,2.8,2.0,1962,Bangalore,"16,595,097.6"
"2,560",2,3.9,1.0,1904,Pune,"13,266,525.0"
"4,213",2,2.4,3.0,1967,Pune,"21,448,343.0"
"2,119",5,1.1,1.0,1917,Mumbai,"16,727,956.5"
820,1,1.8,1.0,1900,Pune,"4,312,202.0"
"1,842",5,1.9,1.0,1928,Jaipur,"7,877,136.800000001"
"2,876",5,3.3,2.0,2024,Rural,"9,080,376.6"
"3,332",5,1.4,2.0,1929,Pune,"17,305,987.0"
"3,324",5,1.5,2.0,1941,Mumbai,"25,646,076.0"
"2,494",4,2.8,2.0,1984,Bangalore,"15,727,777.2"
"3,458",4,1.4,2.0,1998,Mumbai,"26,605,092.0"
"2,538",1,2.5,2.5,1963,Rural,"7,807,984.199999999"
"3,990",1,1.1,1.5,2006,Bangalore,"24,187,422.0"
"4,177",3,3.0,2.5,1986,Mumbai,"31,933,780.5"
"1,618",2,3.7,1.0,1998,Pune,"8,417,240.0"
"2,104",4,3.6,1.5,2019,Rural,"6,613,320.0"
"4,527",1,1.2,1.5,1989,Rural,"13,665,573.6"
735,5,2.8,1.0,1923,Rural,"2,613,895.1999999997"
"2,469",4,1.3,1.0,1964,Mumbai,"19,361,700.0"
"4,929",2,1.2,1.5,1912,Rural,"14,989,150.799999999"
"2,408",4,2.8,1.5,1915,Bangalore,"15,040,155.6"
875,2,2.7,1.0,1983,Bangalore,"5,666,193.6"
"4,030",3,1.3,3.0,1992,Delhi,"26,687,156.6"
"3,135",1,2.1,1.0,2003,Rural,"9,549,016.799999999"
"2,070",2,1.9,2.0,1993,Jaipur,"8,568,593.6"
"3,060",3,2.0,3.0,1920,Mumbai,"23,592,841.5"
"3,891",4,2.0,2.5,2007,Pune,"20,018,327.0"
"3,465",1,3.5,2.0,1912,Pune,"17,548,943.0"
"4,143",2,2.1,2.0,1973,Delhi,"27,344,365.1"
"4,350",2,2.0,2.5,1909,Delhi,"28,703,597.0"
"1,372",1,1.1,3.0,1904,Delhi,"9,190,389.0"
"1,752",4,3.4,1.5,1984,Pune,"9,391,073.0"
"1,814",4,3.0,2.5,1926,Pune,"9,692,436.0"
"3,398",5,2.0,1.0,1961,Pune,"17,650,299.0"
577,4,2.4,1.5,1915,Jaipur,"2,706,969.6"
"3,121",1,3.4,2.0,1913,Mumbai,"23,706,567.0"
"4,727",3,2.0,1.0,2000,Bangalore,"28,950,372.0"
"1,100",1,2.4,3.0,1944,Pune,"5,787,376.0"
"1,565",2,1.1,1.0,1969,Mumbai,"12,060,202.5"
"2,636",5,3.8,3.0,2003,Mumbai,"20,901,391.5"
"2,949",5,2.1,2.0,1963,Jaipur,"12,344,969.600000001"
"2,843",3,1.9,2.0,1902,Bangalore,"17,629,744.8"
"2,363",2,2.8,3.0,1976,Jaipur,"9,798,801.6"
"1,818",4,2.6,1.5,1974,Delhi,"12,410,416.200000001"
"4,097",4,2.2,3.0,1912,Bangalore,"25,101,969.599999998"
"4,262",4,3.8,1.5,1931,Mumbai,"32,791,465.5"
"2,690",1,2.1,1.0,1998,Rural,"8,241,618.0"
"1,492",4,4.0,1.5,1947,Pune,"7,976,728.0"
"3,212",2,3.4,3.0,1909,Bangalore,"19,616,211.599999998"
"2,692",5,3.7,2.5,1943,Rural,"8,434,908.6"
"1,748",1,1.8,1.5,1967,Mumbai,"13,254,261.0"
"3,554",4,1.2,1.5,2014,Mumbai,"27,219,619.5"
"4,533",2,2.3,3.0,2009,Delhi,"29,881,668.7"
"2,497",3,1.9,2.5,1917,Pune,"12,792,197.0"
"4,187",2,1.2,2.0,1970,Mumbai,"31,923,936.0"
"2,651",5,1.2,1.0,1904,Mumbai,"20,864,817.0"
"4,518",2,1.5,3.0,2003,Pune,"22,774,814.0"
"3,610",2,2.1,1.0,1909,Jaipur,"14,749,157.600000001"
"2,470",1,3.8,2.5,1990,Mumbai,"18,922,863.0"
697,5,3.0,2.0,1981,Jaipur,"3,332,330.4000000004"
"3,126",4,2.2,1.5,1976,Jaipur,"12,900,653.600000001"
"1,702",5,3.4,2.0,1991,Pune,"9,272,873.0"
"2,535",3,2.7,1.5,1919,Mumbai,"19,651,914.0"
977,5,2.3,1.5,1941,Mumbai,"8,294,593.5"
"1,754",1,1.4,1.5,1917,Jaipur,"7,185,100.0"
"1,422",4,3.8,2.5,2001,Delhi,"10,016,744.4"
919,5,2.9,1.0,1913,Jaipur,"4,210,409.600000001"
"2,704",4,2.3,2.0,2004,Mumbai,"21,091,755.0"
"3,097",1,2.3,3.0,1999,Bangalore,"18,863,557.2"
"1,620",2,3.3,1.5,1941,Jaipur,"6,812,844.800000001"
"3,568",3,1.5,2.5,2002,Jaipur,"14,610,059.200000001"
"1,450",5,2.3,3.0,2019,Mumbai,"11,807,386.5"
"2,836",4,1.2,1.5,1994,Mumbai,"21,950,034.0"
"2,743",5,1.2,2.5,1930,Rural,"8,620,407.0"
"3,145",1,2.6,2.0,1902,Mumbai,"24,019,428.0"
"2,357",2,2.1,1.0,1963,Pune,"12,078,592.0"
"2,365",1,3.2,1.0,1953,Bangalore,"14,454,504.0"
"3,412",4,4.0,1.5,1941,Delhi,"23,035,027.6"
"3,353",5,3.6,1.5,1917,Pune,"17,540,828.0"
"3,728",4,2.3,2.0,1986,Jaipur,"15,253,252.0"
"4,219",1,2.1,3.0,1988,Rural,"12,759,745.2"
"3,728",5,2.8,3.0,1990,Jaipur,"15,475,487.200000001"
"2,871",4,1.3,2.0,1956,Rural,"8,947,144.2"
